gene	Chr	Length
AL020995.1	1	45395
AK2	1	73057
AZIN2	1	39427
AL662907.1	1	1360
TRIM62	1	36658
AL662907.2	1	3448
ZNF362	1	44175
AL513327.3	1	469
A3GALT2	1	14333
AL513327.1	1	41898
PHC2	1	107430
MIR3605	1	100
RN7SKP16	1	299
AL513327.2	1	12894
TLR12P	1	2706
ZSCAN20	1	23863
AC115285.1	1	736
CSMD2	1	651844
HSPD1P14	1	1618
HMGB4	1	4317
CSMD2-AS1	1	16506
RNA5SP42	1	115
C1orf94	1	52249
AC115286.1	1	434
MIR552	1	96
SMIM12	1	147080
GJB5	1	3466
GJB4	1	3984
AL121988.1	1	26672
GJB3	1	5181
GJA4	1	2750
AL122010.1	1	862
DLGAP3	1	64150
AC114490.1	1	10958
AC114490.2	1	50209
TMEM35B	1	3819
ZMYM6	1	45804
RPL12P45	1	5804
ZMYM1	1	56074
EFCAB14P1	1	463
SFPQ	1	16771
ZMYM4	1	153092
RN7SL503P	1	303
SNORA62	1;3;4;8;11;16;21	966
RPL5P4	1	886
ZMYM4-AS1	1	7256
KIAA0319L	1	124461
AC004865.1	1	1697
NCDN	1	9802
AC004865.2	1	7917
TFAP2E	1	21959
PSMB2	1	42301
C1orf216	1	5598
CLSPN	1	49750
AL354864.1	1	4188
AGO4	1	49719
AGO1	1	60721
AL139286.1	1	483
AL139286.2	1	396
AGO3	1	141783
AL138787.2	1	21522
AL138787.1	1	3961
TEKT2	1	4201
ADPRHL2	1	5058
COL8A2	1	29985
TRAPPC3	1	19484
MAP7D1	1	25271
RN7SL131P	1	256
THRAP3	1	80942
UBE2V2P4	1	259
SH3D21	1	18500
EVA1B	1	2124
AL591845.1	1	5488
STK40	1	46273
LSM10	1	6655
RNU4-27P	1	139
OSCP1	1	34625
SNORA63C	1	129
MRPS15	1	8720
CSF3R	1	17236
FTLP18	1	523
AC117945.1	1	2629
GRIK3	1	238603
MIR4255	1	72
RNU6-636P	1	107
AL353604.1	1	62362
RNA5SP43	1	110
RPS29P6	1	145
LINC01137	1	19533
ZC3H12A	1	9828
MIR6732	1	60
MEAF6	1	22200
MIR5581	1	60
SNIP1	1	19896
FTH1P1	1	532
AL034379.1	1	253
DNALI1	1	9939
GNL2	1	29120
RSPO1	1	23574
C1orf109	1	10680
CDCA8	1	17302
EPHA10	1	51254
ACTN4P2	1	2749
AL929472.1	1	429
MANEAL	1	7336
AL929472.3	1	1160
YRDC	1	5242
C1orf122	1	2476
MTF1	1	50054
AL929472.4	1	691
INPP5B	1	86361
AL929472.2	1	884
SNORA63	1;1;3;3;3;4;5;7;15	1093
RNU6-584P	1	95
SF3A3	1	33947
RNU6-510P	1	108
FHL3	1	8837
UTP11	1	15567
POU3F1	1	2184
AL139158.2	1	71712
AL139158.1	1	340
MIR3659	1	99
LINC01343	1	5734
AL513479.1	1	585
RNU6-753P	1	107
LINC01685	1	21160
AL354702.1	1	1960
RRAGC	1	21626
AL139260.2	1	35162
AL139260.1	1	59397
MYCBP	1	11142
AL139260.3	1	17117
GJA9	1	7137
RHBDL2	1	55993
RNU6-605P	1	108
EIF1P2	1	651
AKIRIN1	1	14837
NDUFS5	1	8319
MACF1	1	405862
RNU6-608P	1	104
RNA5SP44	1	133
AL356055.1	1	446
AL442071.1	1	7812
HSPE1P8	1	605
BMP8A	1	34290
OXCT2P1	1	1535
AL365277.1	1	23908
PPIEL	1	26870
PABPC4	1	15975
AL365277.2	1	8044
SNORA55	1	135
HEYL	1	15793
AL035404.2	1	488
NT5C1A	1	12918
HPCAL4	1	13042
PPIE	1	71733
AL035404.1	1	568
RNU7-121P	1	62
BMP8B	1	31680
OXCT2	1	1826
AL033527.3	1	1196
AL033527.1	1	154
TRIT1	1	42490
MYCL	1	6831
AL033527.2	1	1354
MFSD2A	1	14857
AL663070.1	1	725
CAP1	1	32417
PPT1	1	24999
AL512599.1	1	685
RLF	1	79549
RNU6-1237P	1	107
TMCO2	1	5745
AL050341.2	1	1541
ZMPSTE24	1	36078
AL050341.1	1	313
COL9A2	1	17330
AL031985.2	1	480
SMAP2	1	78477
AL031985.1	1	418
ZFP69B	1	13617
AL031985.3	1	2449
AL603839.4	1	1005
ZFP69	1	19129
AL603839.3	1	15505
EXO5	1	7816
AL603839.1	1	597
AL603839.2	1	1421
ZNF684	1	16609
AL356379.1	1	126
GTF2F2P2	1	721
RIMS3	1	44979
AL031289.1	1	18500
NFYC-AS1	1	1687
NFYC	1	79956
MIR30E	1	92
MIR30C1	1	89
KCNQ4	1	56441
RN7SL326P	1	296
CITED4	1	1316
AC119677.1	1	12757
AL391730.1	1	1660
UBE2V1P8	1	265
CTPS1	1	33231
SLFNL1-AS1	1	29301
SLFNL1	1	7641
SCMH1	1	214955
RPL23AP17	1	499
AC093151.3	1	42489
AC093151.1	1	313
FOXO6	1	21669
AC093151.2	1	666
RNA5SP45	1	92
EDN2	1	5899
HIVEP3	1	529561
AL445933.2	1	426
AL445933.1	1	2242
HNRNPFP1	1	1133
AC114492.1	1	757
GUCA2B	1	2404
GUCA2A	1	2028
FOXJ3	1	159339
AC096540.1	1	2991
RIMKLA	1	41784
AL513331.1	1	397
ZMYND12	1	25939
PPCS	1	17269
CCDC30	1	191335
AL445669.1	1	755
TMSB4XP1	1	135
RNU6-536P	1	107
AL445669.2	1	421
PPIH	1	18334
AC098484.2	1	2925
YBX1	1	19923
CLDN19	1	7162
P3H1	1	20750
C1orf50	1	8479
AC098484.3	1	27202
AC098484.1	1	978
TMEM269	1	31613
SVBP	1	10201
ERMAP	1	27866
AL512353.1	1	11742
ZNF691	1	5905
AL512353.2	1	2171
AL512353.3	1	1337
ATP6V1E1P1	1	681
SLC2A1	1	33799
AC099795.2	1	440
SLC2A1-AS1	1	24310
AC099795.1	1	2800
RNU6-880P	1	107
AL161637.1	1	412
FAM183A	1	11244
EBNA1BP2	1	106762
MIR6733	1	61
CFAP57	1	82210
RNA5SP46	1	120
TMEM125	1	4009
C1orf210	1	3735
TIE1	1	22116
MPL	1	14924
AL139289.2	1	3975
CDC20	1	4249
ELOVL1	1	4678
MIR6734	1	68
MED8	1	5892
AL139289.1	1	4043
SZT2	1	64366
SZT2-AS1	1	869
MIR6735	1	73
HYI	1	2987
HYI-AS1	1	3069
PTPRF	1	98480
KDM4A	1	55358
KDM4A-AS1	1	8374
ST3GAL3	1	225342
AL451062.1	1	17952
AL451062.2	1	271
MIR6079	1	62
SHMT1P1	1	1312
ARTN	1	3922
AL357079.1	1	2182
IPO13	1	21084
DPH2	1	3370
ATP6V0B	1	3809
B4GALT2	1	12228
CCDC24	1	5170
SLC6A9	1	39968
AL139220.2	1	85471
AL139220.1	1	520
KRT8P47	1	1398
RN7SL479P	1	300
KLF17	1	16291
AL356653.1	1	360
KLF18	1	3811
AL359839.1	1	1160
OOSP1P1	1	274
AL035417.1	1	214
AL035417.2	1	1107
DMAP1	1	7227
ERI3	1	134191
ERI3-IT1	1	866
RNU6-369P	1	102
RNF220	1	246531
MIR5584	1	60
TMEM53	1	39318
C1orf228	1	50900
RNU5F-1	1	117
RNU5D-1	1	116
KIF2C	1	27950
AL592166.1	1	16774
RPS8	1	3529
SNORD55	1	80
SNORD46	1;6;7	310
SNORD38A	1	70
SNORD38B	1;1	69
RPS15AP11	1	385
BEST4	1	4121
PLK3	1	5766
TCTEX1D4	1	763
BTBD19	1	7104
PTCH2	1	23220
RNU5E-6P	1	115
AL136380.1	1	162
EIF2B3	1	136201
RNA5SP47	1	109
CCNB1IP1P1	1	839
AL136380.2	1	492
MRPS17P1	1	3130
HECTD3	1	8790
UROD	1	3429
ZSWIM5	1	289811
OSTCP5	1	453
LINC01144	1	1710
HPDL	1	1629
MUTYH	1	11308
TOE1	1	4306
TESK2	1	147284
AL451136.1	1	325
CCDC163	1	6214
MMACHC	1	13330
PRDX1	1	12012
HMGB1P48	1	1213
AKR1A1	1	19507
AL355480.3	1	105
AL355480.1	1	103
NASP	1	35059
AL355480.2	1	93
AL355480.4	1	74
CCDC17	1	4014
GPBP1L1	1	60810
RPS15AP10	1	382
AL604028.2	1	788
TMEM69	1	7230
IPP	1	56327
AL604028.1	1	2392
AL603882.1	1	681
MAST2	1	249138
TMA16P2	1	601
PIK3R3	1	92897
AL358075.4	1	132828
AL358075.1	1	1551
AL358075.3	1	226
AL358075.2	1	4551
TSPAN1	1	10886
AL672043.1	1	993
POMGNT1	1	31624
LURAP1	1	17928
RAD54L	1	30786
LRRC41	1	42413
UQCRH	1	13146
NSUN4	1	24976
AL122001.1	1	370
FAAH	1	19584
FAAHP1	1	50365
LINC01398	1	4609
DMBX1	1	7231
AL136373.1	1	1449
MKNK1-AS1	1	31560
KNCN	1	5884
MKNK1	1	59436
MOB3C	1	9177
ATPAF1	1	41131
NENFP1	1	466
TEX38	1	4740
EFCAB14-AS1	1	18063
EFCAB14	1	43906
AL593856.1	1	805
CYP4B1	1	61576
CYP4Z2P	1	57343
AL731892.1	1	1192
CYP4A11	1	12308
CYP4A26P	1	196
CYP4A43P	1	121
CYP4A27P	1	190
CYP4A44P	1	154
CYP4X1	1	27184
CYP4Z1	1	50832
AL450996.1	1	1202
CYP4A22-AS1	1	82619
CYP4A22	1	12307
MTND1P34	1	1411
LINC00853	1	1090
PDZK1IP1	1	7452
TAL1	1	15931
AL135960.1	1	4954
STIL	1	64009
CMPK1	1	45043
LINC01389	1	27550
FOXE3	1	1981
FOXD2-AS1	1	2509
FOXD2	1	4675
AL356458.1	1	465
RPL21P24	1	448
ATP6V0E1P4	1	558
LINC01738	1	14921
TRABD2B	1	236368
AL691459.1	1	4416
AC096541.1	1	2172
AL356289.1	1	41078
AL356289.2	1	3410
CYP46A4P	1	267
SKINT1L	1	86337
AL356289.3	1	2669
AL109659.1	1	33886
SLC5A9	1	25960
AL109659.2	1	1674
AL109659.3	1	950
SPATA6	1	176837
PPP1R8P1	1	1044
RNU6-723P	1	107
AL356968.2	1	1257
RNU4-61P	1	107
AL356968.1	1	474
AGBL4	1	1491059
BEND5	1	49447
AC092264.1	1	139270
AL590432.1	1	11875
AGBL4-IT1	1	97885
AL390023.1	1	262
ZNF859P	1	4580
AL645730.1	1	1901
MTND2P29	1	412
ELAVL4	1	155773
AL583843.1	1	346
AL592182.2	1	1563
AL592182.1	1	17044
AL596275.1	1	877
HMGB1P45	1	949
FCF1P6	1	595
DMRTA2	1	5951
FAF1	1	523236
AL049637.1	1	9682
RNU6-1026P	1	108
PHBP12	1	811
MRPS6P2	1	370
CDKN2C	1	13889
MIR4421	1	69
MIR6500	1	86
C1orf185	1	45853
CFL1P2	1	684
LINC01562	1	40002
RNF11	1	37185
AL162430.1	1	870
AL162430.2	1	1159
TTC39A	1	57859
TTC39A-AS1	1	5671
EPS15	1	165066
AL671986.1	1	955
RNU6-877P	1	107
AC104170.2	1	1696
AC104170.1	1	43321
RNU6-1281P	1	105
CALR4P	1	33032
OSBPL9	1	221249
GAPDHP51	1	1000
SLC25A6P3	1	879
SNORA26	1;1;1;2;3;4;4;7;9;20;20	1372
NRDC	1	89747
AL050343.1	1	5221
AL050343.2	1	280
MIR761	1	59
TSEN15P2	1	358
RAB3B	1	82809
RNA5SP48	1	126
AL445685.2	1	342
RN7SL290P	1	300
TXNDC12	1	36041
KTI12	1	1714
AL445685.1	1	10889
TXNDC12-AS1	1	1766
BTF3L4	1	34592
ZFYVE9	1	204593
RN7SL788P	1	316
AL139156.2	1	340
AL139156.1	1	841
PDCL3P6	1	706
AL139156.3	1	394
DNAJC19P7	1	712
ANAPC10P1	1	556
CC2D1B	1	20471
AL513218.1	1	391
PLA2G12AP1	1	568
ORC1	1	31631
PRPF38A	1	16276
ZCCHC11	1	145206
AL591167.1	1	456
EEF1GP7	1	703
GPX7	1	6680
FAM159A	1	36340
COA7	1	13916
NDUFS5P3	1	321
RN7SL62P	1	297
ZYG11B	1	100876
RNU2-30P	1	141
RPS13P2	1	455
RNU6-969P	1	105
ZYG11A	1	52488
AC099677.4	1	515
ECHDC2	1	31303
AC099677.1	1	175
AC099677.2	1	175
SCP2	1	124475
MIR1273F	1	99
MIR5095	1	88
MIR1273G	1	100
AC099677.3	1	395
AL445183.3	1	502
TUBBP10	1	1301
PODN	1	23451
AL445183.1	1	15565
HIGD1AP11	1	280
SLC1A7	1	55454
AL445183.2	1	4034
AL606760.4	1	5980
CPT2	1	17769
AL606760.2	1	3993
C1orf123	1	6519
AL606760.3	1	3591
MAGOH	1	11719
AL606760.1	1	4174
LRP8	1	85707
AL355483.4	1	667
AL355483.2	1	1683
AL355483.1	1	348
AL355483.3	1	2927
LINC01771	1	8277
AC119428.1	1	746
AC119428.2	1	1578
SLC25A3P1	1	26872
DMRTB1	1	8090
GLIS1	1	231870
RNU7-95P	1	64
NDC1	1	73401
SNORA58	1;3	273
AL049745.1	1	286
YIPF1	1	38116
DIO1	1	19848
HSPB11	1	29356
LRRC42	1	22092
HNRNPA3P12	1	1063
LDLRAD1	1	10888
TMEM59	1	26824
AL353898.3	1	1755
TCEANC2	1	58933
MIR4781	1	76
AL353898.1	1	238
AL353898.2	1	257
AL357673.1	1	67388
CDCP2	1	20803
AL357673.2	1	5235
CYB5RL	1	30386
MRPL37	1	41424
SSBP3	1	188048
SSBP3-AS1	1	2624
AL161644.1	1	1967
AL035415.1	1	4605
AC099796.1	1	848
AC099796.2	1	108
HNRNPA1P63	1	963
ACOT11	1	96936
FAM151A	1	14375
AL590093.1	1	6962
MROH7	1	68513
MROH7-TTC4	1	100523
TTC4	1	26836
PARS2	1	7617
TTC22	1	21556
AC096536.2	1	2021
LEXM	1	36190
DHCR24	1	37586
AC096536.3	1	1127
AC096536.1	1	1288
TMEM61	1	11502
AL590440.1	1	11325
BSND	1	11951
PCSK9	1	25305
USP24	1	148755
MIR4422HG	1	16317
GYG1P3	1	994
MIR4422	1	83
GOT2P1	1	1309
MTCO2P34	1	607
RN7SKP291	1	327
RNU6-830P	1	107
AL603840.1	1	287212
LINC01753	1	29368
PIGQP1	1	567
LINC01755	1	5033
AL353681.1	1	9504
RPSAP20	1	890
AL359743.1	1	10278
LINC01767	1	1004
PLPP3	1	150555
RPL21P23	1	460
RPL23AP85	1	631
AC099789.1	1	141
PRKAA2	1	70014
C1orf168	1	100893
AL360295.1	1	3242
C8A	1	63416
C8B	1	36931
AL161740.1	1	32872
DAB1	1	1551957
AL390243.1	1	875
RPS20P5	1	360
DAB1-AS1	1	20374
HNRNPA1P6	1	1447
RPS26P15	1	348
AL445193.2	1	20136
AL445193.1	1	141
AL357373.1	1	322
OMA1	1	131419
AL035411.2	1	421
RN7SL713P	1	302
TACSTD2	1	2351
AL035411.1	1	690
MYSM1	1	45354
AL136985.3	1	55687
JUN	1	3540
LINC01135	1	114435
AL136985.2	1	535
AL136985.1	1	12807
AC105277.1	1	20880
LINC01358	1	306913
PHBP3	1	819
AL592431.2	1	1653
AL592431.1	1	22118
HSD52	1	76186
AC093424.1	1	338
FGGY	1	514010
MIR4711	1	70
AL035416.1	1	34436
HOOK1	1	61593
CYP2J2	1	33483
RN7SL475P	1	298
C1orf87	1	86502
PGBD4P8	1	562
AC097066.1	1	34805
LINC01748	1	124776
AC099792.1	1	208368
NFIA	1	597535
NFIA-AS2	1	30538
AC096947.1	1	470
NFIA-AS1	1	4566
AC099791.1	1	715
TM2D1	1	44378
AC099791.2	1	427
PATJ	1	436199
RNU6-414P	1	104
RNU6-1177P	1	104
LAMTOR5P1	1	270
RN7SL180P	1	294
MIR3116-1	1	74
MIR3116-2	1	68
PIGPP2	1	823
RPS15AP7	1	405
L1TD1	1	17498
AL162739.1	1	307
KANK4	1	82436
RNU6-371P	1	108
USP1	1	15508
DOCK7	1	234071
AL451044.1	1	238
ANGPTL3	1	8673
AL138847.2	1	1819
AL138847.1	1	546
AC103923.1	1	22213
ATG4C	1	81379
AC099794.1	1	5631
AC099794.2	1	303
LINC01739	1	11975
AL162400.1	1	1452
AL162400.2	1	951
AC096543.1	1	23904
LINC00466	1	158188
RNA5SP49	1	115
AC096543.2	1	1852
RPSAP65	1	595
FOXD3-AS1	1	3558
FOXD3	1	2086
MIR6068	1	60
AL049636.1	1	1357
ALG6	1	70973
ITGB3BP	1	152952
EFCAB7	1	49322
RN7SL488P	1	286
RNU7-123P	1	60
DLEU2L	1	3555
DLEU2_6	1;12;13	384
DLEU2_5	1;13	168
DLEU2_4	1;13	116
DLEU2_3	1;13	146
DLEU2_2	1;13	180
DLEU2_1	1;13	240
PGM1	1	66970
RN7SL130P	1	305
ROR1	1	407477
AL161742.1	1	584
CFL1P3	1	490
RNU6-809P	1	107
ROR1-AS1	1	76856
UBE2U	1	63742
RNU7-62P	1	62
CACHD1	1	222267
MIR4794	1	77
RAVER2	1	88138
JAK1	1	133276
AL606517.2	1	241
AL606517.1	1	387
LINC01359	1	30265
SLC2A3P2	1	1480
AL357078.3	1	618
RNU6-1176P	1	107
MIR3671	1	88
MIR101-1	1	75
AL357078.1	1	1111
AL357078.2	1	719
MRPS21P1	1	223
AK4	1	84597
RPS29P7	1	171
DNAJC6	1	167651
AL139294.1	1	27066
COX6CP13	1	226
RNU2-15P	1	191
LEPROT	1	15421
LEPR	1	220908
AC119800.1	1	7783
AC097063.1	1	2252
RN7SL854P	1	295
PDE4B	1	582066
AL590783.1	1	8219
RNU4-88P	1	86
SGIP1	1	214917
MIR3117	1	78
AL139147.1	1	11164
TCTEX1D1	1	26329
INSL5	1	3516
WDR78	1	112003
AL592161.1	1	1617
MIER1	1	63725
SLC35D1	1	54768
C1orf141	1	139689
SNORA31	1;1;2;3;4;4;4;5;5;7;7;7;X;X;8;9;9;9;11;10;10;13;13;14;14;17;20	3263
AL133320.1	1	2352
IL23R	1	121073
RNU6-586P	1	104
RNU4ATAC4P	1	126
AL389925.1	1	728
IL12RB2	1	89537
SERBP1	1	22606
RNU6-387P	1	105
LINC01702	1	10266
RNU6-1031P	1	107
AL590559.1	1	374
RN7SL392P	1	299
HNRNPCP9	1	859
GADD45A	1	3278
GNG12	1	132002
RNU7-80P	1	61
GNG12-AS1	1	370685
AL157407.1	1	904
DIRAS3	1	5670
ARL5AP3	1	386
WLS	1	134648
CTBP2P8	1	1330
MIR1262	1	93
RPS7P4	1	582
COX6B1P7	1	235
ELOCP18	1	337
AL139413.1	1	217
RPE65	1	21138
DEPDC1	1	23070
AL138789.1	1	4411
DEPDC1-AS1	1	41952
TXNP2	1	295
LINC01707	1	129106
AL512271.1	1	6052
LINC01758	1	2155
LRRC7	1	583548
SGO1P1	1	1447
RN7SL538P	1	304
PIN1P1	1	996
AL158840.1	1	17241
LRRC40	1	60816
RN7SL242P	1	297
SRSF11	1	47371
AL353771.1	1	2435
ANKRD13C	1	94147
HHLA3	1	30535
AL158839.1	1	876
CTH	1	28634
AL354872.2	1	466
AL354872.1	1	967
CASP3P1	1	609
LINC01788	1	80016
AL513285.1	1	4357
PTGER3	1	195456
AL031429.1	1	4115
AL031429.2	1	649
ZRANB2-AS1	1	18330
ZRANB2	1	18007
MIR186	1	86
ZRANB2-AS2	1	408653
AL358453.1	1	250
NEGR1	1	886795
AL354949.1	1	2603
AL359821.1	1	182
NEGR1-IT1	1	42781
GDI2P2	1	608
RPL31P12	1	358
RNU6-1246P	1	107
AL583808.1	1	150220
AL583808.2	1	26252
AL732618.1	1	301
KRT8P21	1	1491
RN7SKP19	1	252
LINC01360	1	49084
LINC02238	1	79999
RNA5SP50	1	107
RNU4ATAC8P	1	109
LRRIQ3	1	172173
FPGT	1	35875
FPGT-TNNI3K	1	345748
TNNI3K	1	309028
AC093158.1	1	37224
AC105271.1	1	1349
LRRC53	1	42737
ERICH3	1	105628
ERICH3-AS1	1	48669
AC135803.1	1	565
CRYZ	1	27927
TYW3	1	33527
AC133865.1	1	1805
AC099786.3	1	1410
AC099786.1	1	5229
LHX8	1	33100
AC099786.2	1	2603
RNU6-622P	1	103
SLC44A5	1	408986
AC093156.1	1	670
RNU6-503P	1	105
AL096829.1	1	457
AL096829.2	1	742
AL357314.1	1	14009
ACADM	1	63229
DLSTP1	1	1354
RABGGTB	1	8883
SNORD45C	1	79
SNORD45A	1	84
SNORD45B	1	72
MSH4	1	116357
ASB17	1	13559
AC092813.1	1	86878
AC092813.2	1	24538
ST6GALNAC3	1	559883
AC103592.1	1	664
AC104458.1	1	463
TPI1P1	1	750
RNU6-161P	1	106
AC099060.1	1	21144
ST6GALNAC5	1	198271
MIR7156	1	60
AL035409.1	1	10563
PIGK	1	130441
AC113935.1	1	555
AC093433.1	1	571
AK5	1	277919
AC095030.1	1	3540
RNU7-8P	1	62
ZZZ3	1	121004
RNA5SP20	1	84
RN7SL370P	1	295
USP33	1	63866
ACTG1P21	1	1000
MIGA1	1	99916
RNA5SP21	1	96
AC138392.1	1	921
NSRP1P1	1	1693
HSPE1P25	1	539
NEXN-AS1	1	8192
NEXN	1	55383
FUBP1	1	35056
DNAJB4	1	38790
GIPC2	1	158908
AC103591.3	1	209
AC103591.2	1	766
RNU6-1102P	1	96
AC103591.1	1	556
RNA5SP22	1	109
RNFT1P2	1	757
MGC27382	1	139866
PTGFR	1	235866
AC096531.1	1	107
RNA5SP23	1	105
IFI44L	1	26224
IFI44	1	14283
AC104837.2	1	424
AC104837.1	1	1587
ADGRL4	1	116955
PSAT1P3	1	1111
AL353651.2	1	1084
AL353651.1	1	1095
ADH5P2	1	1124
AC098657.1	1	1135
AC098657.2	1	1976
AC098657.3	1	358
HMGB1P18	1	619
AL606519.1	1	1258
HNRNPA1P64	1	922
AL596276.1	1	418
AL596276.2	1	331
AL136234.1	1	49386
LINC01781	1	111034
MTND2P30	1	382
RPL7P10	1	739
AL357632.1	1	643
RN7SKP247	1	308
ADGRL2	1	686277
HNRNPA3P14	1	1150
AL138799.1	1	1675
AL138799.2	1	1198
AL138799.4	1	43823
MED28P8	1	712
AC117944.1	1	39773
AL138799.3	1	350
ST13P20	1	1376
AC093580.1	1	45914
LINC01362	1	263633
LINC01361	1	12327
LINC01712	1	16721
LINC01725	1	285248
AL035706.1	1	11186
TTLL7	1	134123
TTLL7-IT1	1	5183
AC104454.1	1	2507
AL359504.2	1	1601
PRKACB	1	160437
AL359504.1	1	493
AL450063.1	1	244
SNORA2	1;2;6	407
SAMD13	1	91592
AL359273.1	1	5262
UOX	1	34126
DNASE2B	1	16487
RPF1	1	18532
GNG5	1	8241
SPATA1	1	59895
CTBS	1	24875
LINC01555	1	6791
AC114482.1	1	949
SSX2IP	1	47097
LPAR3	1	81612
MCOLN2	1	71531
WDR63	1	133992
MCOLN3	1	30418
MIR4423	1	80
AL603750.1	1	1717
SYDE2	1	44174
C1orf52	1	9720
BCL10	1	10843
AL078459.1	1	171410
DDAH1	1	259883
AL360219.1	1	366
AC092807.3	1	95970
AC092807.2	1	243
CYR61	1	3202
SNORD81	1;5;7	227
AC092807.1	1	1604
ZNHIT6	1	59011
COL24A1	1	427711
RNA5SP51	1	119
AC104455.1	1	736
ODF2L	1	49519
MIR7856	1	56
AC119749.1	1	691
CLCA2	1	32473
CLCA1	1	31922
CLCA4	1	33677
CDCA4P2	1	718
AL356270.1	1	122023
CLCA3P	1	21104
AL049597.2	1	961
SH3GLB1	1	43615
AL049597.1	1	555
SELENOF	1	51980
HS2ST1	1	195351
AL121989.1	1	2693
AC093155.3	1	176196
AC093155.2	1	937
AC093155.1	1	826
LINC01140	1	39434
AC099062.1	1	52073
LMO4	1	20456
LINC01364	1	18132
RNA5SP52	1	134
AL445437.1	1	3087
LINC01773	1	5806
AL049861.1	1	150
RN7SL583P	1	287
AC093578.1	1	368
PKN2-AS1	1	147692
RPL36AP10	1	322
PKN2	1	152034
RNU6-125P	1	107
ELOCP19	1	318
GTF2B	1	39013
AL445991.1	1	475
KYAT3	1	57181
RBMXL1	1	13505
GBP3	1	16229
GBP1	1	13042
PTGES3P1	1	483
GBP2	1	44325
GBP7	1	44290
GBP4	1	17785
GBP5	1	13855
AC099063.1	1	9173
AC099063.2	1	662
BX119321.1	1	10359
GBP6	1	22404
CAPNS1P1	1	633
GBP1P1	1	18565
LRRC8B	1	73029
FLJ27354	1	49654
AC093423.2	1	46662
LRRC8C	1	136832
AC093423.3	1	300111
AC093423.1	1	142
AC099568.1	1	1579
AC099568.2	1	695
LRRC8D	1	115598
AL391497.1	1	547
RN7SKP272	1	232
GEMIN8P4	1	729
ZNF326	1	40420
RNU6-695P	1	104
AC092783.1	1	22563
SNORD3G	1	215
BARHL2	1	5699
AL590094.1	1	68675
LINC01763	1	3495
AC091614.1	1	2371
PHKA1P1	1	621
ZNF644	1	106975
RPL5P6	1	886
HFM1	1	144104
FEN1P1	1	1145
CDC7	1	24872
WDR82P2	1	928
AL714022.1	1	151
HSP90B3P	1	1567
TGFBR3	1	225993
RN7SL653P	1	293
BRDT	1	65056
EPHX4	1	33555
LPCAT2BP	1	1534
SETSIP	1	909
BTBD8	1;1	104421
GAPDHP46	1	994
PRKAR1AP1	1	1162
KIAA1107	1	17739
AC104836.1	1	1471
AL663109.1	1	844
C1orf146	1	27874
ACTBP12	1	418
GLMN	1	52586
RPAP2	1	103092
RN7SL824P	1	297
GFI1	1	12115
EVI5	1	283709
AL354890.1	1	346
HMGB3P9	1	583
RNU4-59P	1	116
AC104332.1	1	1258
AC104332.2	1	156
CCNJP2	1	1163
RPL5	1	9900
FAM69A	1	128786
SNORD21	1	95
SNORA66	1	133
SNORA51	1;1;2;2;4;4;4;5;7;7;8;20;21	1698
AL449283.1	1	3403
RNU6-970P	1	107
RN7SL692P	1	288
RNU6-210P	1	95
RN7SKP123	1	291
MTF2	1	59847
TMED5	1	30987
CCDC18	1	98812
AC126124.2	1	321
AC126124.1	1	185
CCDC18-AS1	1	83840
AL139421.1	1	169
DR1	1	23611
AL137159.1	1	512
FNBP1L	1	106531
RNA5SP53	1	120
BCAR3	1	285365
AL109613.1	1	13375
AL512488.1	1	22521
MIR760	1	80
AL049796.1	1	1766
DNTTIP2	1	13636
GCLM	1	24252
CHCHD2P5	1	400
MTND4P11	1	1372
MTND3P21	1	331
MTCO3P21	1	643
MTATP6P13	1	667
AL117351.2	1	157
MTCO2P21	1	955
MTCO1P21	1	589
AL117351.1	1	766
ABCA4	1	128298
AC093579.1	1	509
ARHGAP29	1	126081
RN7SL440P	1	343
AC097059.1	1	86983
GAPDHP29	1	985
AC097059.2	1	6091
AC118469.1	1	488
ABCD3	1	100212
F3	1	12576
AC093117.1	1	6742
SLC44A3-AS1	1	241613
KATNBL1P2	1	835
MIR378G	1	41
SLC44A3	1	74905
CNN3	1	30330
AC105942.1	1	35705
ALG14	1	98539
AC095033.1	1	5950
TMEM56	1	80270
TMEM56-RWDD3	1	129303
AC092802.3	1	18408
AC092802.1	1	70764
RWDD3	1	13071
AC092802.2	1	35774
LINC01760	1	7336
LINC01650	1	1004
AL445218.1	1	24772
LINC01761	1	4620
AL356479.1	1	272227
AL683887.1	1	16375
AC099566.1	1	84980
RNU1-130P	1	160
LINC01787	1	120057
AC092393.1	1	742
UBE2WP1	1	340
EEF1A1P11	1	1389
RN7SL831P	1	319
NDUFS5P2	1	306
RPL7P9	1	747
RN7SKP270	1	312
PTBP2	1	102074
DPYD	1	843307
DPYD-AS1	1	227033
DPYD-IT1	1	25988
SEC63P1	1	1258
RPL26P9	1	433
AC114878.1	1	358
DPYD-AS2	1	1146
AC114878.2	1	1251
LINC01930	1	8273
BX005019.1	1	1810
MIR137HG	1	63124
MIR2682	1	110
MIR137	1	102
NFU1P2	1	469
LINC01776	1	61912
AC095031.1	1	672
SNX7	1	98800
PLPPR5	1	114788
AL445433.2	1	144577
AL445433.1	1	257
PLPPR4	1	45638
AL365220.1	1	399
LINC01708	1	128664
PALMD	1	48599
HMGB3P10	1	937
FRRS1	1	57929
RNU4-75P	1	146
